SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,Churn,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.7888002190384014,0,0.3801629031190768,-0.5748091494009783,No,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
0,0.6771328748826912,0,0.6560212051466532,0.7167835039664497,No,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0,-1.2367242199587352,0,-0.5155456799704636,-0.9653224806618352,No,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0,-1.2367242199587352,0,0.5280628361338618,-0.9445042279975246,Yes,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
0,0.7992939660427822,2,0.4981504901308714,0.8541442336348908,No,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
0,1.4915401492832983,2,-0.020330173920958795,0.8701718597582094,No,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
1,0.43281069256250915,0,0.8471278601657574,0.6867813773802378,No,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
0,-0.7073594915983407,0,1.141265929195161,-0.37834930798030064,Yes,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
1,-0.30015585439803716,0,0.1574821050968162,-0.23429936245047467,No,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
1,-0.9924020376385531,0,0.5280628361338618,-0.7285286544928063,Yes,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
1,1.125056875803025,1,0.33529438411459117,0.9594717876766993,No,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
1,-0.5851984004382496,0,1.0199547481830342,-0.23434351569048387,Yes,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0,1.247217966963116,1,1.1595456961969886,1.7784481599862705,No,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
1,1.369379058123207,1,1.4520219682262263,2.1162866759162213,No,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
0,0.06632741908223598,2,-1.3231790220511994,-0.6132886980689456,No,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
0,1.6137012404433893,2,1.42044782522307,2.4595118871272867,No,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
0,0.5956921474426305,0,1.1877962451998125,1.070186036999623,No,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0,1.125056875803025,0,0.8354952811645946,1.3985095297076031,No,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
0,1.6137012404433893,2,-0.7531826509942192,0.2996678456000848,No,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0,-0.5851984004382496,1,-0.34438058895335305,-0.5855604633432044,No,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
0,-0.9516816739185228,0,0.9850570111795457,-0.6296474734923327,Yes,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
0,-1.1960038562387048,0,0.3502505571160864,-0.9003730646083873,No,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
0,0.5956921474426305,1,0.46989994112804756,0.6035966732030141,No,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0,-0.055833672077855064,2,0.47987072312904416,0.09444358603759241,No,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0,0.7178532386027215,2,-1.4827115340671475,-0.5971286122255995,No,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
0,-0.9109613101984924,0,0.5014740841312035,-0.616357348249581,No,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0,-1.2774445836787656,0,-0.5221928679711283,-0.9864939592462187,No,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
0,0.7992939660427822,1,-1.4744025490663168,-0.5265938113109951,No,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1,1.2879383306831464,2,1.5567151792366918,2.126287384778292,No,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
0,1.2064976032430856,2,-1.3464441800535252,-0.37914406630046527,No,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
0,-1.1960038562387048,0,-0.00869759491979612,-0.929823275694485,No,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False
1,0.9621754209229036,1,1.5201556452330371,1.7026370468905736,No,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
0,0.5549717837226001,1,-0.3028356639492,0.1790632705151132,No,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
0,-0.9924020376385531,0,-0.33607160395252245,-0.7952221235266154,No,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
1,-0.0965540357978854,0,0.3319707901142591,-0.07594376715768664,No,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0,0.5142514200025698,1,-1.2916048790480432,-0.47098280551948074,No,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
0,-1.2774445836787656,0,0.48485611412954227,-0.9731155275234488,Yes,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
0,-0.8702409464784621,0,-0.47233895796614456,-0.7585307810790184,No,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
0,-1.0331224013585834,0,0.34526516611558833,-0.7887536738652761,Yes,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
0,0.3920903288424788,0,1.2974748472107767,0.9025803379249195,No,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
0,0.6771328748826912,2,-1.4827115340671475,-0.5783855618417189,No,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
0,-0.9516816739185228,0,1.1479131171958254,-0.6024932308867104,No,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
0,0.10704778280226633,1,-0.08680205392760396,-0.029958167688165338,No,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
0,0.6364125111626608,2,-1.4660935640654862,-0.5414513765740714,No,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
0,0.5549717837226001,2,-1.4893587220678117,-0.598806435345947,No,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
0,-0.13727439951791576,0,-1.0307027500219619,-0.5625345486784368,No,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
0,-0.0965540357978854,0,0.574593152138513,0.1266754512442661,No,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
1,-1.2774445836787656,0,0.3303089931140931,-0.9751686531838739,No,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
0,1.369379058123207,2,0.6394032351449919,1.514875393751697,No,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
0,1.3286586944031769,0,1.5384354122348645,2.1298196439790233,No,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
0,1.6137012404433893,2,1.2010906212011416,2.2852611254312074,No,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False
0,-0.8295205827584317,0,0.47156173812821356,-0.5986960522459241,Yes,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0,1.5729808767233588,1,0.06940686408801149,1.088553784843426,No,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
0,-1.1145631287986442,0,-1.4527991880641573,-0.9578826597202948,Yes,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
0,0.7992939660427822,2,-1.4544609850643233,-0.519286450089482,No,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
1,-0.30015585439803716,0,1.1213243651931677,0.10208209655917407,Yes,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0,-1.2774445836787656,0,-1.481049737066981,-0.9992321689888564,No,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
0,-1.2774445836787656,0,-1.505976692069473,-0.999563318288925,No,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
0,0.22920887396235737,1,1.0049985751815391,0.583838098298923,No,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False
1,1.369379058123207,1,-0.6385186579827569,0.32847783470604996,No,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False
0,1.4508197855632678,2,1.503537675231376,2.352727276165177,Yes,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
0,-1.1145631287986442,0,-1.3447823830533592,-0.9639095769815427,No,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0,1.6137012404433893,1,1.3091074262119398,2.216382071016946,No,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0,-0.015113308357824713,1,-1.150352134033923,-0.5985635925258966,No,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
0,0.43281069256250915,1,0.9833952141793793,0.7232298770077846,No,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
0,1.6137012404433893,2,-1.5076384890696393,-0.4062320790460739,No,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
0,0.9214550572028734,0,1.0631614701873533,1.30499296736824,Yes,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
0,0.7992939660427822,1,-0.22639300194155818,0.33510082070742125,No,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
0,0.43281069256250915,0,0.893658176170409,0.7377121397307831,No,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
1,0.18848851024232702,0,0.39013368512007346,0.258230029851505,Yes,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0,1.2879383306831464,2,-0.33773340095268845,0.5034350482422754,No,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
0,-1.1960038562387048,0,0.8338334841644282,-0.8984744752879941,No,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
0,0.14776814652229667,2,-1.1204397880309327,-0.5108311046277314,No,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
0,-0.9109613101984924,0,1.1794872601989819,-0.538073653713372,Yes,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
